Post_ID,Post_Date,Platform,Content_Type,Campaign_Name,Country,City,Latitude,Longitude,Audience_Age_Group,Sentiment,Followers,Impressions,Likes,Shares,Comments,Clicks,Engagement_Rate_Percent
POST-0396,2025-04-20,linkedin,reel,Community,UK,London,51.7995,0.0683,18-24,Positive,263031,93067,16019,1176,817,5449,19.35
POST-0382,15-Mar-2025,FB,Image,Brand Awareness ,USA,New York,40.5363,-74.2206,18-24,Negative,68778,55996,4586,814,609,1298,10.73
POST-0241,22/08/2025,Twitter,Text Post,Customer Education,INDIA,Mumbai,18.8895,72.899,18-24,Negative,250566,144060,2907,391,383,5406,2.56
POST-0550,05-Mar-2025,Twitter,video,Awareness,SA,Cape Town,-33.9148,18.5494,25-34,Neutral,320086,139758,26532,4339,2631,8799,23.97
POST-0222,2025-08-23,LINKEDIN,Image,Community Engagement,australia,Sydney,-33.968,150.992,45-54,Positive,194920,145531,15223,2750,1603,1839,13.45
POST-0315,2025-11-01,Instagram,VID,Community Engagement,germany,Berlin,52.5942,13.2254,18-24,Negative,627537,343118,49896,9758,1846,14860,17.92
POST-0342,2025-07-24,TikTok ,text post,Community,france,Paris,49.1128,2.4843,55+,Negative,600053,475864,10630,1258,650,26530,2.63
POST-0383,05-Dec-2025,Facebook,SHORT,influencer campaign,Canada,Toronto,43.6669,-79.6301,35-44,Positive,336353,280742,30634,3730,914,20575,12.57
POST-0729,04/03/2025,TikTok,short,Influencer,France,Paris,48.6296,2.5743,25-34,Negative,962959,117966,55438,10280,7915,6236,62.42
POST-0777,24-Apr-2025,X,,Seasonal Promotion,FR,Paris,48.6164,,18-24,Neutral,329919,265598,23457,3756,,10867,10.53
POST-0635,26/07/2025,twitter,SHORT,influencer campaign,india,Mumbai,18.9241,72.7799,18-24,Positive,317883,59196,,2421,1543,309,47.84
POST-0943,04/06/2025,linkedin,,Product Launch ,USA,New York,40.8225,-73.9266,25-34,Negative,220215,158978,1095,203,131,9538,0.9
POST-0605,11/06/2025,TikTok,Text Post ,Influencer Campaign,DE,Berlin,52.6666,13.1781,18-24,Positive,,207732,12623,976,1707,10822,
POST-0522,10/18/2025,Linked In,LIVE STREAM,Education,France,Paris,48.7674,2.0944,18-24,Positive,179825,98813,12734,2496,838,7748,16.26
POST-0269,03/12/2025,IG,live stream,,Ghana,Accra,5.5309,-0.424,35-44,Negative,480515,269392,47711,5632,1127,2913,20.22
POST-0509,2025-09-29,LinkedIn,text post,product launch,india,Mumbai,19.1497,72.8002,35-44,Neutral,196535,115698,8917,1685,1032,2503,10.06
POST-0502,10/09/2025,FB,Carousel ,,australia,Sydney,-34.1269,150.9426,45-54,Negative,296321,39789,5579,617,304,1191,16.34
POST-0918,15/06/2025, Insta,Text Post,Community,GH,Accra,5.7687,,18-24,Neutral,403971,114943,2477,156,298,8809,2.55
POST-0134,2025-09-17,You Tube,Reel,Customer Education,France,Paris,48.8458,2.2069,25-34,Negative,460155,94523,33449,4367,2260,4111,42.4
POST-0565,14/03/2025,YT,image,product launch,US,New York,40.5394,-73.9123,45-54,Positive,819479,694845,43109,7578,2624,21510,7.67
POST-0798,2025-04-30,FB,Photo,Seasonal Promo, CANADA,Toronto,43.6013,-79.6017,55+,Neutral,310953,87786,14083,2272,578,3334,19.29
POST-0555,14-Aug-2025,Facebook,CAROUSEL,customer education,UK,London,51.759,0.0157,35-44,Neutral,305073,163004,9383,1676,1129,5017,7.48
POST-0722,2025-12-08,Tik Tok,SHORT,Education,Nigeria,Lagos,6.2926,3.5448,55+,Positive,676845,436282,18898,2162,2788,20739,5.47
POST-0716,2025-02-18,Twitter,VID,seasonal promotion,U.K.,London,51.4072,-0.2977,35-44,Negative,332648,169635,32029,1937,1572,3508,20.95
POST-0860,25/07/2025, Facebook,VID,Community,germany,Berlin,52.5093,13.2502,45-54,Negative,,155439,35588,3018,4450,11457,27.7
POST-0801,13/12/2025,x ,carousel,Customer Education, CANADA,Toronto,43.7669,-79.3245,35-44,Positive,374189,253237,3042,495,450,17632,1.57
POST-0538,2025-05-21,X,Video ,Launch,France,Paris,48.6532,2.2093,45-54,Positive,386159,285279,21328,1664,832,11482,
POST-0273,02-Jan-2025,IG,Carousel ,customer education,canada,Toronto,43.4717,-79.3657,45-54,Positive,573803,83696,47328,7370,6417,3325,
POST-0640,2025-10-28,twitter,CAROUSEL,Product Launch ,NIGERIA,Lagos,6.6151,3.3733,18-24,Neutral,172318,126982,4377,790,246,5176,4.26
POST-0435,2025-04-15,tiktok,VID,product launch,France,Paris,48.6959,2.5606,25-34,Negative,773414,367346,65545,14168,3786,4472,22.73
POST-0109,01/24/2025, Insta,REEL,Customer Education,nigeria,Lagos,6.2983,3.5059,35-44,Negative,693823,431106,47341,6359,3821,6481,
POST-0366,12/05/2025,Facebook,Short,seasonal promotion, CANADA,Toronto,43.6396,-79.6242,18-24,Positive,358585,223554,30512,4794,1657,8764,16.53
POST-0970,26-Jul-2025,You Tube,Carousel,Seasonal Promotion,Canada,Toronto,43.8684,-79.3811,45-54,Negative,633969,262221,24989,5488,3166,1384,12.83
POST-0050,06-Apr-2025,YT,Live,Product Launch,U.K.,London,51.6079,-0.0019,35-44,Positive,1099215,753758,60224,12312,2197,43569,9.91
POST-0084,02/22/2025,Tik Tok,video,Seasonal Promotion,nigeria,Lagos,6.2764,3.1395,45-54,Neutral,599911,428191,27352,2567,2012,30224,7.46
POST-0361,20-Oct-2025,TikTok,Reel,Product Launch,ghana,Accra,5.3833,-0.4481,45-54,Positive,846151,157727,31143,4437,2680,5169,24.26
POST-0179,07/07/2025,LINKEDIN,CAROUSEL,Seasonal Promotion, Nigeria ,Lagos,6.4577,3.5548,45-54,Positive,273390,40656,18791,2942,840,1374,55.52
POST-0544,2025-06-13,Instagram,Image ,Community Engagement,nigeria,Lagos,6.5026,3.4096,55+,Negative,775842,606513,23503,4590,3531,18818,5.21
POST-0979,21/04/2025, Insta,Reel,Customer Education,SA,Cape Town,-33.697,18.2552,18-24,Neutral,532882,110963,29089,2150,3520,3942,31.32
POST-0981,11/01/2025,TikTok,,Brand Awareness,NIGERIA,Lagos,6.4927,3.4724,55+,Negative,570284,316688,29384,3996,3393,4314,11.61
POST-0583,03/23/2025,facebook,Text Post ,Community,Canada,Toronto,43.396,-79.1288,25-34,Positive,290704,71066,7355,,475,5216,12.36
POST-0246,17/07/2025,x ,text post,Seasonal Promotion,south africa,Cape Town,-34.1904,18.4352,45-54,Neutral,184876,108424,4879,483,754,3019,5.64
POST-0998,17-Jun-2025,X,Image ,Promo,South Africa,Cape Town,-34.1924,18.3356,45-54,Negative,370706,133707,15795,778,902,6526,13.07
POST-0633,20-Jan-2025,Tik Tok,image,Brand Awareness ,ghana,Accra,5.3367,-0.4177,25-34,Neutral,462345,280393,21434,4124,1207,1820,9.55
POST-0210,15/05/2025,TikTok,video,Brand Awareness ,canada,Toronto,43.526,-79.3867,55+,Positive,474061,108537,5796,876,,8341,6.7
POST-0124,2025-12-10,tiktok,Photo,Product Launch,America,New York,40.6098,-73.9103,55+,Neutral,831728,379869,57267,11901,9117,17559,20.61
POST-0363,2025-10-24,You Tube,Text Post,brand awareness,India,Mumbai,19.2328,72.6665,35-44,Negative,622820,294152,21958,1439,1186,7306,8.36
POST-0994,23/01/2025,LinkedIn,Video,Customer Education,USA,New York,40.979,-73.7094,25-34,Negative,255739,66133,12689,618,1339,3692,
POST-0694,21/02/2025,You Tube,CAROUSEL,customer education,germany,Berlin,52.376,13.5669,35-44,Positive,502633,79507,13328,1566,277,3520,19.08
POST-0172,06-Apr-2025,You Tube,reel,Promo,canada,Toronto,43.6322,-79.6363,45-54,Negative,583008,170720,45493,6552,6303,7277,34.18
POST-0115,04-Nov-2025,instagram,short,Education,Ghana,Accra,5.8618,-0.2513,35-44,Positive,522828,63577,30538,1757,3427,2011,56.19
POST-0613,22-Oct-2025, Facebook,Video ,Product Launch ,India,Mumbai,18.8062,72.5849,25-34,Positive,365362,82291,5554,718,343,2198,8.04
POST-0400,2025-10-18,TikTok,Text Post,Influencer Campaign,france,Paris,49.1083,2.1441,25-34,Neutral,763663,395787,34386,6092,857,2566,10.44
POST-0371,31/07/2025,Facebook,text post,Community Engagement,DE,Berlin,52.7508,13.2155,35-44,Positive,432053,155247,13495,1904,1097,7140,10.63
POST-0326,01-Oct-2025,YouTube,Short,influencer campaign,india,Mumbai,18.993,72.9732,55+,Positive,589592,182698,32534,5513,4153,14071,23.1
POST-0930,05/18/2025,FB,reel,Brand Awareness, Nigeria ,Lagos,6.6735,3.0925,35-44,Neutral,401378,81198,40403,4306,1816,2303,57.3
POST-0671,19-Mar-2025,TIKTOK,Video,Product Launch ,germany,Berlin,52.816,13.3619,35-44,Negative,857698,343193,54648,8524,7464,5828,20.58
POST-0626,23/08/2025,tiktok,Carousel,Community,America,New York,40.7192,-73.7994,45-54,Positive,672596,496733,25575,5566,2335,28695,6.74
POST-0155,03/19/2025, Facebook,Short,influencer campaign,canada,Toronto,43.7663,-79.144,25-34,Negative,452195,256434,7857,854,1213,13312,3.87
POST-0445,05-Jul-2025,Tik Tok,Image,Community,south africa,Cape Town,-33.6682,18.3619,25-34,Neutral,691432,325842,20633,1126,881,24317,6.95
POST-0314,09/15/2025,You Tube,video,influencer campaign,germany,Berlin,52.2956,13.507,55+,Neutral,690176,289521,38773,4535,3058,2048,16.01
POST-0411,03/18/2025,linkedin,Image,Brand Awareness ,Australia,Sydney,-33.8575,151.2058,35-44,Negative,213994,111492,7365,696,1132,2461,8.25
POST-0438,07/29/2025,,Image ,Customer Education,Canada,Toronto,43.5146,-79.2133,55+,Neutral,321710,184432,5629,292,799,8842,3.64
POST-0344,06-Mar-2025,instagram,carousel,Education,Nigeria,Lagos,6.3066,3.5635,35-44,Negative,632045,203760,20692,3702,2129,13355,13.02
POST-0730,23-May-2025,tiktok,image,Customer Education,SA,Cape Town,-34.2071,18.6359,45-54,Positive,768442,653132,22673,,1064,32218,3.87
POST-0108,18/04/2025,TIKTOK,Live Stream,Brand Awareness ,,Mumbai,18.7785,73.0179,35-44,Positive,845719,,50976,3492,6623,8571,10.48
POST-0103,19-Apr-2025, Facebook,REEL,brand awareness,australia,Sydney,-33.9478,151.1878,18-24,Positive,341600,80634,37084,6963,3416,2284,58.86
POST-0133,2025-04-10,You Tube,video,Community,INDIA,Mumbai,19.325,72.7866,55+,Positive,691133,264434,55523,8369,6349,14312,26.56
POST-0519,21/10/2025,YT,REEL,Product Launch,South Africa,Cape Town,-33.873,18.5781,55+,Negative,633596,277650,56225,4555,1447,21899,
POST-0699,26-Mar-2025,twitter,LIVE STREAM,Community,INDIA,Mumbai,18.8657,73.0451,35-44,Negative,224778,99738,20962,1630,2911,5733,25.57
POST-0138,2025-10-15,You Tube,Photo,Promo,INDIA,Mumbai,19.1659,72.9008,35-44,Negative,614080,438506,21419,3519,608,17864,5.83
POST-0476,29-Sep-2025,twitter,VID,product launch,FR,Paris,48.733,2.364,35-44,Negative,366952,311087,15782,706,623,6098,5.5
POST-0711,13-Mar-2025,YT,short,customer education,India,Mumbai,18.9552,72.6047,55+,Neutral,680508,190049,34481,4418,1308,9040,21.16
POST-0285,07/03/2025,Instagram ,Text,Product Launch,DE,Berlin,52.7068,13.2366,25-34,Positive,564098,315484,15423,1953,2409,16640,6.27
POST-0087,08/12/2025,TikTok,Text Post,Seasonal Promotion,INDIA,Mumbai,19.1525,72.8754,55+,Positive,900795,452013,33733,2344,5175,28804,9.13
POST-0759,2025-08-23,IG,SHORT,customer education,INDIA,Mumbai,19.3685,73.0259,25-34,Neutral,759714,,24525,5366,3454,10994,23.8
POST-0508,07/03/2025,Tik Tok,video,Customer Education,France,Paris,48.916,2.0891,45-54,Neutral,523115,112544,33302,3654,4221,7706,36.59
POST-0503,24/10/2025,YouTube,Image ,community engagement,America,New York,40.6224,-74.1796,35-44,Negative,676429,261063,37637,8091,1462,15582,18.08
POST-0788,16/04/2025,X,Text Post ,Influencer Campaign,nigeria,Lagos,6.7109,3.116,25-34,Neutral,294024,,14758,1840,2225,5413,14.21
POST-0473,2025-09-20, Insta,Text,Promo,India,Mumbai,19.3578,73.0721,55+,Neutral,580744,145343,12316,1725,1110,11434,10.42
POST-0537,14-Mar-2025,Linked In,Image ,Customer Education,USA,New York,40.4886,,55+,Positive,183024,144001,7082,1317,1015,3574,6.54
POST-0353,12-Dec-2025,TIKTOK,Short,Promo,India,Mumbai,18.9798,72.9701,45-54,Negative,522600,,24312,3903,3788,5211,43.86
POST-0025,03/24/2025,YT,Text,Education, Nigeria ,Lagos,6.6804,3.2013,45-54,Negative,488465,71701,17365,1946,2196,,30.0
POST-0850,2025-02-25,Instagram,Live,Product Launch , CANADA,Toronto,43.9442,-79.5195,55+,Negative,503195,,38626,2826,1758,,24.76
POST-0173,2025-10-01,X,Live,Influencer Campaign,DE,Berlin,52.2364,13.3959,35-44,Neutral,211789,173926,10640,1831,839,11282,7.65
POST-0780,2025-06-01,youtube,Text Post ,product launch,U.K.,London,51.4335,0.1586,45-54,Positive,816042,505508,5501,672,710,9128,1.36
POST-0731,03/02/2025,TikTok ,Reel,Brand Awareness ,INDIA,Mumbai,19.2326,72.6351,55+,Neutral,914883,129294,,2021,1068,9632,11.24
POST-0140,18/04/2025,Twitter,Live,Community,nigeria,Lagos,6.2415,3.4773,45-54,Neutral,342417,159369,14885,851,2249,1440,11.29
POST-0202,01/14/2025,instagram,short,Education,GH,Accra,5.8445,-0.327,35-44,Neutral,730877,307486,36773,4304,5842,2839,15.26
POST-0639,12/22/2025,Linked In,,product launch,U.K.,London,51.4541,-0.3929,45-54,Neutral,237966,119726,9028,924,212,8089,8.49
POST-0051,13/04/2025,Twitter,short,Influencer Campaign,NIGERIA,Lagos,6.3014,3.5766,25-34,Neutral,307287,257383,14780,2113,1262,3791,7.05
POST-0689,20-Jan-2025,LINKEDIN,Photo,Launch, Nigeria ,Lagos,6.3389,3.3842,45-54,Neutral,231799,142102,2091,421,120,9967,1.85
POST-0069,08/22/2025,tiktok,video,brand awareness,South Africa,Cape Town,-34.1097,18.44,45-54,Positive,931608,128860,97874,,10991,5787,100.0
POST-0570,06-Oct-2025,,reel,Promo,India,Mumbai,18.7986,73.0212,55+,Positive,927464,416061,60709,5681,5020,11738,17.16
POST-0649,14-May-2025,X,,Seasonal Promo,United States,New York,40.6717,-73.9256,25-34,Positive,269203,223073,23755,2024,911,9509,11.96
POST-0586,03/09/2025,youtube,REEL,Seasonal Promo,South Africa,Cape Town,,18.2401,18-24,Neutral,618914,507897,64651,8646,8316,26834,16.07
POST-0286,03/13/2025, Facebook,Image,Awareness,germany,Berlin,52.7225,13.6273,18-24,Positive,268898,215085,10629,2023,1033,7867,6.36
POST-0761,25/12/2025,You Tube,REEL,Influencer Campaign,ghana,Accra,5.3951,-0.2934,35-44,Positive,495330,127151,58518,12763,3831,9378,59.07
POST-0070,2025-12-17, Facebook,text post,Community Engagement,India,Mumbai,19.3168,72.9931,18-24,Negative,396229,74592,13915,2706,,2494,24.64
POST-0989,2025-06-16,twitter,REEL,Education,nigeria,Lagos,6.6228,3.3472,45-54,Negative,259496,76096,9712,1100,589,2277,14.98
POST-0004,2025-01-06,You Tube,reel,influencer campaign,South Africa,Cape Town,-34.0006,18.221,18-24,Negative,795123,467454,69174,9452,3967,6248,17.67
POST-0657,17/01/2025,twitter,Photo,Influencer,U.K.,London,51.7343,-0.2738,45-54,Positive,270159,160125,14966,733,1323,5731,10.63
POST-0226,11/12/2025,Twitter,CAROUSEL,Education,GH,Accra,5.6391,-0.0197,45-54,Neutral,283137,101739,18243,2436,997,4952,21.31
POST-0621,01/12/2025,You Tube,Carousel ,Product Launch,UK,London,51.5888,0.0554,25-34,Neutral,600657,489990,9187,527,1257,5481,2.24
POST-0028,02/12/2025, Insta,Video ,brand awareness,france,Paris,49.1551,2.5003,18-24,Neutral,437973,251825,6506,1175,371,8766,3.2
POST-0121,2025-05-25,IG,Text Post,Promo,south africa,Cape Town,-33.7235,18.2474,45-54,Negative,766877,116574,16510,3046,1360,8436,
POST-0021,26-Dec-2025,LINKEDIN,Text,Promo,,Berlin,52.5405,13.2696,25-34,Negative,214515,109655,1958,146,71,6816,1.98
POST-0525,2025-04-06,LINKEDIN,Image,Brand Awareness ,US,New York,40.7328,-73.9958,55+,Positive,240863,183872,18605,3417,1487,10489,12.79
POST-0447,29-Mar-2025,Instagram ,Video,Influencer Campaign,canada,Toronto,43.8394,-79.4679,45-54,Neutral,621754,107146,21804,2015,2990,5459,25.02
POST-0575,23-Jul-2025,twitter,reel,Launch,DE,Berlin,52.4905,13.4527,45-54,Negative,305220,82236,35524,4942,949,5901,50.36
POST-0125,31-Dec-2025, Facebook,Image,Customer Education, CANADA,Toronto,43.7322,-79.1956,25-34,Positive,336219,149654,18817,1875,1640,9444,14.92
POST-0822,16/10/2025,You Tube,LIVE STREAM,Awareness,france,Paris,48.9427,2.3296,55+,Neutral,855686,268609,81617,13929,11117,13682,39.71
POST-0891,23-Jan-2025, Facebook,Live,customer education,NIGERIA,Lagos,6.7973,3.4613,45-54,Negative,194117,132575,4313,503,319,4076,3.87
POST-0647,08/24/2025,tiktok,Text Post ,Product Launch,Australia,Sydney,-33.6023,151.4223,55+,Negative,579834,397567,3737,159,170,9984,1.02
POST-0132,18-Sep-2025,Tik Tok,SHORT,Product Launch,canada,Toronto,43.7216,-79.3706,25-34,Negative,783900,485807,75202,13848,7968,4325,19.97
POST-0027,28-Oct-2025,LINKEDIN,Short,Education,INDIA,Mumbai,19.3645,72.8749,55+,Neutral,259636,102650,16094,1606,2040,7695,19.23
POST-0421,10-Aug-2025,,LIVE STREAM,Brand Awareness,australia,Sydney,-33.8334,151.3311,18-24,Neutral,,160307,14183,679,408,4177,9.53
POST-0164,12/17/2025,LINKEDIN,REEL,brand awareness,ghana,Accra,5.3558,0.0392,35-44,Positive,286064,236808,28805,5756,2002,6165,15.44
POST-0595,02/22/2025,TikTok,Live,,france,Paris,48.6538,2.5791,25-34,Neutral,679976,358557,65973,6883,4023,22425,21.44
POST-0764,28/07/2025,twitter,image,product launch,Canada,Toronto,43.6349,-79.2076,35-44,Neutral,416127,101014,27698,4268,614,822,32.25
POST-0461,05/06/2025,YouTube,Text Post,influencer campaign,germany,Berlin,52.7372,13.4149,18-24,Negative,414298,98244,6913,,516,2116,8.45
POST-0187,2025-11-13,twitter,Video,Promo,australia,Sydney,-34.1361,151.133,18-24,Neutral,269084,72502,17671,919,2108,5698,28.55
POST-0878,04/06/2025,LINKEDIN,REEL,influencer campaign,USA,New York,,-74.0503,18-24,Neutral,217966,67229,6377,960,807,3783,12.11
POST-0772,2025-10-12,TikTok,image,Customer Education,south africa,Cape Town,-33.96,18.404,35-44,Neutral,718485,431110,20220,2061,3053,23179,5.88
POST-0961,18-Dec-2025,x ,reel,Influencer Campaign,United States,New York,40.4878,-74.0843,45-54,Negative,393398,158331,46829,2587,5909,9920,34.94
POST-0329,2025-10-30,Facebook,Photo,Awareness,America,New York,40.7362,-74.2333,55+,Neutral,397372,274954,11318,1910,1402,16074,5.32
POST-0664,2025-09-20,YT,Video ,brand awareness,,London,51.2956,-0.123,55+,Positive,349325,58644,21429,4321,3311,994,49.55
POST-0551,25-Oct-2025,linkedin,Video ,Influencer Campaign,South Africa,Cape Town,-34.1894,18.1773,25-34,Negative,300004,47699,10797,2300,686,581,28.9
POST-0481,25-Nov-2025,Tik Tok,Live Stream,, united kingdom,London,51.7396,-0.3569,55+,Neutral,756152,425648,44541,9756,2313,12528,13.3
POST-0013,06-Jul-2025,YouTube,REEL,Community,Canada,Toronto,43.5355,-79.5571,35-44,Neutral,867245,559737,40011,3861,5550,15406,8.83
POST-0885,31/07/2025,Facebook,Text Post ,Customer Education,Ghana,Accra,5.3836,-0.0111,55+,Negative,234305,168049,4139,254,86,9085,2.67
POST-0402,2025-08-29,,CAROUSEL,Product Launch ,USA,New York,40.7975,-73.961,35-44,Neutral,791816,647456,39815,4834,5839,45489,7.8
POST-0268,03/10/2025,TikTok ,Text,influencer campaign,ghana,Accra,5.3537,-0.3345,55+,Positive,914512,134264,33641,5358,883,2097,29.7
POST-0591,10/05/2025,YouTube,Carousel ,Influencer, CANADA,Toronto,43.8879,-79.5857,45-54,Negative,538003,352002,35556,1528,4276,20279,11.75
POST-0797,2025-01-12,youtube,CAROUSEL,Product Launch, Nigeria ,Lagos,6.4209,3.1672,25-34,Neutral,702792,580359,35712,3854,2381,29470,7.23
POST-0690,06/09/2025,YouTube,Carousel ,customer education,ghana,Accra,5.3122,-0.3177,25-34,Neutral,517962,326449,7313,1510,1150,15605,3.05
POST-0392,25/07/2025,x ,,brand awareness,INDIA,Mumbai,19.114,73.0933,55+,Neutral,271556,99931,6571,1428,713,6134,8.72
POST-0510,24/02/2025, Facebook,Short,Launch,Australia,Sydney,,150.9349,35-44,Neutral,406913,81671,41357,3523,3341,3807,59.04
POST-0680,2025-06-19,You Tube,video,Seasonal Promo,United Kingdom,London,51.8003,-0.3924,25-34,Neutral,780380,340870,37695,1789,2842,1918,
POST-0022,03-Sep-2025,YouTube,Short,influencer campaign,AUS,Sydney,-34.0334,151.2228,55+,Neutral,772595,578718,35407,7569,1959,7845,7.76
POST-0479,2025-07-08,twitter,Text Post,Influencer Campaign,SA,Cape Town,-33.7773,18.5296,18-24,Negative,320218,270290,3878,166,617,13167,1.72
POST-0899,2025-03-23,TikTok ,Image,seasonal promotion,US,New York,40.6768,-73.8891,35-44,Positive,1176738,915645,20658,4455,2013,22343,
POST-0800,29/06/2025,You Tube,Carousel,Education,AUS,Sydney,-33.9945,151.0673,35-44,Negative,236431,160670,7113,381,893,8656,5.22
POST-0585,2025-03-19,linkedin,live stream,Brand Awareness,America,New York,40.5984,-74.1226,18-24,Positive,252213,198123,3379,590,309,2664,2.16
POST-0837,08/20/2025,instagram,image,Education,,Paris,48.7611,2.2259,55+,Neutral,886111,181569,63986,5600,9057,912,43.31
POST-0153,2025-12-22,X,image,Customer Education,germany,Berlin,,13.4979,35-44,Negative,271262,140755,8108,1404,402,8624,7.04
POST-0736,13-Mar-2025,tiktok,Short,Education,South Africa,Cape Town,-33.6818,18.3396,45-54,Neutral,961061,213422,31681,2861,4677,8031,18.38
POST-0976,2025-01-04,x ,Reel,Product Launch ,AUS,Sydney,-33.8386,151.3619,35-44,Negative,370077,70310,7842,787,901,,13.55
POST-0872,22/12/2025,youtube,Video ,Launch,France,Paris,48.7131,2.0991,55+,Positive,614967,490890,21935,2833,2658,9673,5.59
POST-0359,04/17/2025,LinkedIn,LIVE STREAM,influencer campaign, Nigeria ,Lagos,6.3554,3.6745,25-34,Negative,189464,103637,9203,1142,384,5370,10.35
POST-0395,13-Jan-2025, Facebook,Text Post ,Seasonal Promotion,australia,Sydney,-33.9379,151.1204,45-54,Negative,439041,299707,14475,1376,2300,18825,6.06
POST-0956,2025-09-02,TikTok,reel,Brand Awareness,Canada,Toronto,43.9033,-79.0864,18-24,Neutral,643333,338161,74959,9355,,11464,26.5
POST-0308,2025-06-20, Facebook,image,Seasonal Promo,SA,Cape Town,-34.0652,18.1636,55+,Negative,318409,127122,12131,1292,326,9483,10.82
POST-0264,05-Aug-2025,You Tube,carousel,Brand Awareness ,Germany,Berlin,52.4851,13.3945,25-34,Negative,566960,286499,49439,8720,3695,7514,21.59
POST-0617,10/27/2025,Facebook,live stream,customer education,DE,Berlin,52.6247,13.1811,18-24,Negative,368338,301009,5954,854,211,13628,2.33
POST-0532,2025-03-16,TikTok ,SHORT,brand awareness,United States,New York,40.4195,-74.2558,18-24,Neutral,827289,205401,10372,633,476,1059,5.59
POST-0029,07/03/2025,TIKTOK,Video,Customer Education,India,Mumbai,19.041,72.785,45-54,Negative,581271,144039,29217,4754,1320,7304,24.5
POST-0512,12/04/2025, Facebook,,Brand Awareness,germany,Berlin,52.4753,13.2914,18-24,Positive,363135,292425,25684,1751,3425,21682,10.55
POST-0660,15-Sep-2025,youtube,carousel,Community,ghana,Accra,5.7134,-0.2213,18-24,Positive,673060,473254,58530,2594,8085,25000,14.62
POST-0987,2025-05-02,IG,Reel,Community Engagement,Ghana,Accra,5.6252,-0.1954,55+,Positive,656908,326371,45617,7644,2301,12486,17.02
POST-0385,05/03/2025,LinkedIn,REEL,Brand Awareness,NIGERIA,Lagos,6.2837,3.6316,35-44,Neutral,144269,21510,11244,2099,1355,1151,68.33
POST-0217,05/10/2025,Instagram ,Text Post ,Brand Awareness ,Ghana,Accra,5.3506,0.1023,45-54,Negative,548265,137654,15237,921,1716,2569,12.98
POST-0603,28/06/2025,youtube,reel,Promo,Ghana,Accra,5.8594,-0.0366,35-44,Neutral,901891,398643,95330,4694,3821,19448,26.05
POST-0907,2025-12-21,Instagram,Video,Community,DE,Berlin,52.225,13.5606,45-54,Neutral,651430,395983,50896,10254,5362,23567,16.8
POST-0076,23/09/2025,YouTube,Video,Customer Education,south africa,Cape Town,-34.1663,18.5573,18-24,Negative,887959,488085,47778,5274,6121,20760,12.12
POST-0667,12/06/2025,x ,video,Customer Education,FR,Paris,48.8847,2.1235,45-54,Positive,388387,263245,15292,1580,781,6367,
POST-0859,24-Jul-2025,linkedin,Live Stream,Influencer Campaign,United Kingdom,London,51.7282,-0.225,45-54,Neutral,283705,55426,17689,2709,1764,1338,39.98
POST-0194,2025-09-20,YT,LIVE STREAM,Community Engagement,Germany,Berlin,52.5793,13.2053,35-44,Neutral,729730,257862,62388,4324,1758,18275,26.55
POST-0562,11/06/2025,TIKTOK,text post,Brand Awareness ,United Kingdom,London,51.5678,-0.3157,25-34,Neutral,790772,538946,11309,1620,1479,11491,2.67
POST-0811,2025-10-10,TikTok ,Text Post,Seasonal Promotion,india,Mumbai,19.0113,72.9904,45-54,Neutral,889342,656738,10777,455,1397,46944,1.92
POST-0804,2025-03-07,YT,Photo,Promo,india,Mumbai,19.3314,73.0964,18-24,Positive,637100,84212,12167,1813,723,6087,17.46
POST-0896,04-Jan-2025,instagram,text post,community engagement,France,Paris,48.7968,2.2784,25-34,Neutral,581307,354992,16013,2854,1678,26347,5.79
POST-0604,25-Sep-2025,IG,Short,Seasonal Promo,United States,New York,40.9453,-74.2924,55+,Negative,473941,132170,55915,3291,2544,955,46.72
POST-0372,07-Aug-2025,twitter,Carousel,Product Launch,FR,Paris,49.025,2.3713,18-24,Negative,228734,37514,16468,3024,2246,2971,57.95
POST-0356,08/05/2025,IG,Live Stream,Influencer,FR,Paris,48.9393,2.5814,18-24,Neutral,823887,479528,11641,663,1417,17901,2.86
POST-0703,2025-03-02,YouTube,Text Post ,Community, united kingdom,London,51.5138,-0.1793,25-34,Positive,567031,228493,15140,1005,1478,11539,7.71
POST-0923,18-Dec-2025,twitter,Text Post,product launch,Ghana,Accra,5.4014,-0.1716,55+,Negative,243456,71728,5865,673,269,4766,9.49
POST-0825,10/20/2025,Twitter,Carousel,influencer campaign,germany,Berlin,52.5637,13.4927,45-54,Negative,390586,265444,9132,1908,659,2065,4.41
POST-0719,29-Dec-2025,LINKEDIN,live stream,Launch, CANADA,Toronto,43.3689,-79.2123,35-44,Negative,146369,86049,5001,504,157,6002,6.58
POST-0032,27-Oct-2025,LinkedIn,Text,Community,india,Mumbai,18.8457,72.7186,35-44,Negative,270503,78632,11724,2453,412,540,18.55
POST-0977,10/30/2025,Linked In,Photo,influencer campaign,australia,Sydney,-33.7753,151.1416,35-44,Neutral,284084,90402,20932,4578,1622,3816,30.01
POST-0577,12/04/2025,YT,Image ,Education,United States,New York,40.6753,-74.0499,35-44,Neutral,997556,217609,51644,4238,2018,7637,26.61
POST-0706,29-Apr-2025,LINKEDIN,Carousel ,Promo,UK,London,51.6047,-0.2875,25-34,Negative,90979,12355,5946,695,367,462,56.72
